firm_id,year,leverage,current_ratio,quick_ratio,roa,roe,gross_margin,interest_coverage,asset_turnover,cash_ratio,revenue_growth,stock_volatility,ln_market_cap,momentum_12m,turnover_rate,esg_score,env_score,soc_score,gov_score,credit_risk_score
339,2021,0.3019,2.2794,1.8074,0.0487,0.0408,0.2993,8.9464,0.8195,0.8797,0.0899,0.42,22.3834,0.2324,3.4497,61.8919,70.9905,57.5351,64.4229,26.824
339,2022,0.4609,2.2936,1.7434,0.0617,0.0995,0.4149,8.1757,0.4531,0.9665,-0.2305,0.3539,23.0201,0.2653,1.9644,48.5936,48.1684,45.8899,53.6732,35.2178
339,2023,0.4003,2.1297,1.744,0.0347,0.0283,0.1332,13.3871,0.423,0.9527,0.1374,0.4167,22.8322,0.168,1.4072,75.2148,76.8909,80.3466,76.786,36.1749
340,2020,0.3659,2.3019,1.4281,0.0604,0.1077,0.3356,9.0497,1.2551,0.5065,0.2312,0.3396,24.1444,0.1482,4.8252,52.213,,50.6003,62.0937,25.7863
340,2021,0.3231,2.4637,1.8439,0.0626,0.1161,0.3763,4.0358,0.3223,0.5413,0.082,0.3109,22.4827,0.4896,2.1696,,61.2061,59.5132,50.8026,27.5221
340,2022,0.3583,2.5086,2.0494,0.1241,0.169,0.3863,2.6524,0.6029,0.8302,-0.0347,0.5327,22.7168,-0.0643,2.7435,50.9279,45.8848,45.8736,54.6336,37.2224
340,2023,0.4009,1.2821,0.8238,0.0645,0.1276,0.3654,3.3888,0.4333,0.2582,-0.2006,0.5221,24.54,0.405,2.0036,,63.5212,61.2571,50.7681,35.1391
341,2020,0.6891,1.1827,0.9342,-0.0239,-0.0582,0.2636,2.4643,0.4065,0.3557,0.0495,0.6028,20.3158,-0.3129,5.1468,24.6749,,18.4592,29.4964,75.0149
341,2021,0.6654,0.9953,0.8282,-0.0036,-0.024,0.02,1.5961,0.3056,0.3719,-0.0382,0.5131,20.0394,0.1286,4.1645,32.2441,27.4948,34.7087,37.1235,74.7916
341,2022,0.8297,0.647,0.4808,-0.0053,-0.0707,0.3066,1.0017,0.562,0.2286,0.2116,0.5146,19.5944,0.1685,2.41,,,17.2171,35.3259,87.4234
341,2023,0.6794,1.5011,0.8996,-0.0432,-0.1561,0.1916,3.2507,0.3869,0.2936,-0.299,0.6487,19.4246,-0.2122,1.5069,27.6822,21.7123,35.7102,27.3347,81.8338
342,2020,0.5001,2.4662,1.5494,0.1166,0.2213,0.4043,3.4823,0.6953,0.5106,-0.0005,0.3875,20.8433,0.472,2.2854,60.7297,67.4194,54.5936,56.5406,41.8758
342,2021,0.3832,2.377,1.7922,0.0578,0.1245,0.1968,8.31,0.5386,0.9913,-0.1353,0.3469,23.7699,0.2033,3.6149,,53.1443,54.9336,61.7587,30.3869
342,2022,0.2926,1.8843,1.526,0.0634,0.0872,0.1409,5.0529,0.4843,0.8861,0.2834,0.551,23.2721,-0.1392,2.9871,59.381,56.1639,61.7876,56.5775,35.7799
342,2023,0.3592,1.5152,0.8442,0.0699,0.0889,0.4547,13.4458,0.3877,0.4009,0.3169,0.4023,22.6622,-0.0213,2.8707,48.0124,47.1053,37.9597,53.3,25.2106
343,2020,0.3624,2.1897,1.4187,0.0537,0.0871,0.1938,5.6028,0.9727,0.6312,0.4232,0.5643,22.3274,0.3286,3.0218,,57.1245,66.5693,62.792,42.8594
343,2021,0.0984,2.859,1.7728,0.1001,0.0851,0.2676,4.407,0.7366,0.8515,0.1894,0.2926,23.431,0.3056,3.9725,,,58.0815,53.4119,8.8208
343,2022,0.3188,1.1464,0.7756,0.0273,0.0504,0.3275,3.2981,0.4179,0.2288,0.2221,0.4614,21.2576,-0.2144,2.662,55.3769,45.6049,,62.2787,33.5437
343,2023,0.6595,1.9771,1.5432,0.0679,0.1799,0.3486,3.5995,0.3186,0.8703,0.1575,0.5867,22.0061,0.0136,3.4042,53.4028,,45.3428,63.3767,51.5751
344,2020,0.4712,1.8062,1.2659,0.0633,0.103,0.3993,2.9666,0.2579,0.4089,0.2054,0.4001,22.0808,0.1365,1.6595,60.6396,,60.2828,65.1615,39.6364
344,2021,0.3457,1.4784,1.043,0.1022,0.1637,0.3462,2.5636,0.865,0.5052,0.135,0.3527,24.9324,-0.0031,9.7467,59.0678,67.7999,47.8333,63.5795,22.1519
344,2022,0.5011,1.93,1.4141,0.0389,0.113,0.1857,4.4421,0.7895,0.4634,0.192,0.326,23.2135,0.6404,2.3586,39.4312,,40.3473,28.9305,38.3303
344,2023,0.1574,2.7084,1.9086,0.0538,0.1078,0.3758,3.6778,0.8341,0.9486,0.4974,0.4743,21.4472,0.16,3.0096,,71.5697,53.8615,52.5129,33.2669
345,2020,0.4238,2.0054,1.517,0.0984,0.15,0.3974,4.4926,0.523,0.7793,0.1718,0.306,22.4421,0.1184,3.6083,75.4934,69.2185,98.0,68.4945,26.5499
345,2021,0.5152,1.8032,1.0497,0.1062,0.2071,0.2007,8.0639,0.7576,0.5347,0.1684,0.3283,24.2437,0.4822,2.2136,,76.9124,71.1192,62.9366,19.5702
345,2022,0.3089,3.2807,1.8268,0.0831,0.1305,0.5121,10.7586,0.8277,0.7308,0.2201,0.2168,24.4197,0.1258,2.7289,84.2286,,87.3138,81.7531,16.595
345,2023,0.1139,2.4647,1.967,0.1383,0.1794,0.1443,8.898,0.5337,0.9096,0.1413,0.4564,23.3796,0.4429,2.7124,47.1237,58.1443,51.5199,36.183,21.0104
346,2020,0.5169,1.5799,1.0959,0.0066,-0.0296,0.2725,3.8074,0.4756,0.5034,0.0238,0.613,21.8426,-0.5279,1.7211,32.5354,32.7267,30.0807,31.0041,53.3502
346,2021,0.7502,0.3,0.1919,-0.0242,-0.095,0.1114,1.7892,0.3714,0.0963,-0.0645,0.529,20.2955,-0.2419,3.3848,25.521,23.1314,33.6309,26.239,78.6814
346,2022,0.6069,1.162,0.7975,-0.0307,-0.0877,0.2408,4.654,0.6508,0.3386,0.1832,0.4304,20.6205,0.148,1.1917,15.7214,27.7859,7.4785,11.737,67.1551
346,2023,0.394,1.3806,1.0286,-0.0082,-0.0521,0.219,0.9677,0.6864,0.4398,0.161,0.6498,19.5936,0.2714,6.5297,,11.6713,8.6793,24.8269,67.8833
347,2020,0.8074,1.4724,0.8636,0.04,0.181,0.2353,3.8837,0.4664,0.4228,0.4285,0.4321,22.1682,-0.2095,4.041,43.4826,47.7369,50.6266,41.9706,62.7644
347,2021,0.3277,2.3405,1.655,-0.0232,-0.0458,0.2867,2.077,0.4889,0.5123,0.0419,0.3655,21.4498,-0.2267,3.7418,33.3703,41.8414,35.5781,27.4039,40.0184
347,2022,0.4503,1.3147,0.7667,0.0403,0.0745,0.2456,2.0088,0.5031,0.3668,0.1054,0.3056,21.6886,0.1493,1.1407,36.474,31.3459,35.7117,43.6871,46.9431
347,2023,0.3644,1.8646,1.5064,0.0399,0.083,0.3032,8.8171,0.7531,0.4547,0.0834,0.4094,22.0854,-0.1715,1.8289,,38.7853,34.7261,41.436,38.842
348,2020,0.2944,1.5448,1.1103,-0.0151,-0.0143,0.4941,2.7556,0.3167,0.5592,0.1334,0.2862,21.5807,0.0108,5.4449,38.0766,41.649,31.668,,41.6532
348,2021,0.3803,1.3874,1.1006,0.0564,0.1099,0.1684,1.0538,0.3527,0.4249,0.2925,0.361,23.9787,0.2837,15.0,50.5621,52.6256,39.7039,67.5271,30.2483
348,2022,0.4902,1.7328,1.3279,0.0871,0.1714,0.0285,3.4188,0.3555,0.7222,-0.1771,0.4441,23.4248,-0.0294,4.9399,54.2206,57.5928,45.9946,59.1281,37.1715
348,2023,0.5725,2.0431,1.6234,0.0851,0.1849,0.2803,1.6036,0.5172,0.4561,0.2007,0.3522,24.3547,-0.381,4.5652,61.4883,66.4599,56.331,62.0999,43.7844
349,2020,0.4905,1.9685,1.2845,0.0237,0.0429,0.1608,0.9735,0.6226,0.5282,0.3636,0.5241,19.9764,-0.3962,3.5342,24.749,21.7924,32.2836,29.5207,61.0288
349,2021,0.3962,2.2205,1.3142,-0.0036,0.008,0.1814,1.1489,0.3579,0.4055,0.2607,0.4267,20.3402,-0.0509,1.7794,37.9387,23.7511,50.265,40.2558,54.6572
349,2022,0.6055,1.0048,0.8214,-0.0329,-0.0626,0.1189,1.7221,0.7895,0.4552,0.227,0.503,19.8597,-0.5403,4.4709,30.9588,33.4101,37.2258,35.5303,71.0287
349,2023,0.6039,1.2984,1.0587,-0.0529,-0.1365,0.2853,0.5159,0.9852,0.3111,0.1584,0.6469,21.0898,-0.1414,1.5674,29.5389,39.2167,25.0473,27.6265,79.6181
350,2020,0.3872,2.7227,2.2189,0.1248,0.185,0.234,16.4631,0.6476,0.9315,0.0511,0.3138,24.2766,-0.1727,1.4839,56.753,57.4594,51.3684,56.1621,23.1795
350,2021,0.3989,2.602,2.2033,0.1095,0.189,0.393,2.4566,0.8599,0.632,0.0175,0.3783,23.7218,0.5759,1.438,54.2308,59.3336,60.0121,56.8872,28.1051
350,2022,0.3564,2.2396,1.6323,0.1196,0.1953,0.4033,6.5647,0.3806,0.8638,0.0123,0.2289,23.1371,0.6966,4.4276,76.9902,75.9636,76.7922,74.3523,25.4785
350,2023,0.3343,2.6113,1.8377,0.0875,0.156,0.4155,8.8075,0.3842,0.6408,-0.0179,0.4346,23.8409,-0.0433,2.6414,63.9489,66.7813,71.5209,61.2888,22.9174
351,2020,0.4124,1.8709,1.4765,0.0761,0.1159,0.3355,6.7639,0.6743,0.6761,0.262,0.3702,22.7173,0.1328,2.8589,51.4586,48.0713,55.7069,54.5786,40.6887
351,2021,0.579,1.6124,0.9401,0.005,-0.0015,0.3739,4.9294,0.5404,0.291,0.3527,0.4956,22.313,-0.1766,2.6974,63.63,59.6642,66.9474,56.7147,55.3818
351,2022,0.7098,1.5013,1.1784,0.0339,0.1318,0.3097,9.5965,0.3839,0.4396,0.1831,0.3852,22.4999,0.0126,1.5483,55.2365,50.208,64.2005,56.1641,51.3913
351,2023,0.4467,1.8892,1.4994,0.0621,0.1041,0.271,3.688,0.9705,0.4345,0.2471,0.4467,24.226,0.5364,1.9438,39.3827,39.0894,32.3859,36.4517,37.2639
352,2020,0.4236,1.7969,1.2994,0.0777,0.1257,0.345,3.434,0.6185,0.5754,0.1541,0.4524,22.9018,-0.0327,1.9933,64.1102,,51.9077,68.9407,37.1359
352,2021,0.4123,1.7461,1.1636,0.1309,0.2478,0.3932,8.4941,0.7268,0.2923,0.2415,0.3246,24.8178,0.0732,1.3463,70.2489,68.117,81.1114,63.5534,20.4616
352,2022,0.3154,2.5521,1.9061,0.0623,0.0636,0.401,10.2439,0.4191,1.139,-0.2602,0.4664,22.9736,-0.1202,2.1125,59.444,60.8455,,52.4479,37.2941
352,2023,0.5186,2.0781,1.7134,0.0344,0.1126,0.1515,7.7811,1.0746,0.678,0.1623,0.3336,23.2605,0.3776,1.583,56.8713,51.0533,62.1782,55.0315,37.6061
353,2020,0.5202,2.4021,1.435,0.0111,0.0108,0.2528,3.9986,0.5156,0.6749,-0.0073,0.493,22.2199,-0.7,3.6286,,72.947,35.2799,58.483,43.1592
353,2021,0.4183,1.8708,1.2036,0.0129,0.0395,0.165,3.4833,0.825,0.4217,0.0536,0.4079,20.7203,-0.0914,3.7829,42.4175,36.0688,52.6613,42.6335,46.9725
353,2022,0.6243,1.139,0.8559,0.0831,0.2191,0.283,2.2324,0.4347,0.2898,0.0731,0.4955,22.5973,-0.0375,1.4236,28.8447,31.6326,,,59.6493
353,2023,0.4547,1.5324,1.2259,0.0666,0.1275,0.3435,4.6046,0.5871,0.6695,-0.0507,0.3849,22.3503,-0.1183,2.3436,49.8393,,40.9524,56.947,44.8969
354,2020,0.2632,2.3465,1.7496,0.1087,0.1423,0.3059,20.6283,0.686,0.9017,-0.063,0.3734,24.2097,0.3468,6.876,56.6619,51.6072,49.0897,60.7033,19.8272
354,2021,0.4471,2.2679,1.6493,0.0622,0.1295,0.2549,4.7579,1.2192,0.7837,-0.0137,0.2935,22.7902,0.4154,1.6647,75.6332,66.0952,73.6073,77.1967,30.8616
354,2022,0.4034,2.1453,1.2351,0.0837,0.1333,0.3983,5.6222,0.4603,0.634,-0.1162,0.3753,23.788,-0.1997,3.3646,55.3903,66.3102,51.8031,46.8046,31.1984
354,2023,0.5232,1.3826,0.9403,0.0918,0.1811,0.3111,4.3325,0.5951,0.2928,-0.0849,0.3805,22.7542,0.6423,2.8656,51.8092,47.7372,60.5354,58.537,37.8487
355,2020,0.4945,1.769,1.4454,0.0616,0.1582,0.4614,7.8746,0.6954,0.8339,-0.0502,0.3238,24.6549,-0.221,4.6947,63.0807,70.6536,65.7787,57.6083,22.7287
355,2021,0.3836,2.148,1.4145,0.0624,0.1018,0.4831,1.5875,0.3116,0.5787,-0.1348,0.3721,23.7065,0.4418,3.151,,,64.9622,50.4783,31.324
355,2022,0.314,2.6322,1.7486,0.062,0.0769,0.4322,6.2995,0.23,0.9688,0.2373,0.3686,24.161,0.1869,2.191,60.0002,65.9577,56.768,59.9891,28.3938
355,2023,0.3775,1.6561,1.0885,0.0679,0.0793,0.3615,11.4057,0.3685,0.5525,-0.0215,0.3101,24.9191,0.021,2.8106,54.5712,50.3952,53.0528,65.1043,25.2159
356,2020,0.483,1.9376,1.2766,0.0536,0.141,0.4562,3.0129,0.8081,0.4469,-0.2435,0.3978,23.6861,-0.0334,2.8312,56.8368,50.4241,,59.602,39.2422
356,2021,0.5131,1.8115,1.2163,0.0202,0.0305,0.3015,4.0958,1.0904,0.5464,0.0076,0.3398,23.1077,0.0413,2.5965,52.0406,51.6636,50.2812,52.512,49.5197
356,2022,0.4729,1.6735,1.3087,0.0617,0.1584,0.2505,14.9025,0.3794,0.7699,-0.1068,0.5941,21.6617,0.1239,1.4056,55.2628,62.5613,47.7073,45.4115,40.8344
356,2023,0.4255,1.6582,1.1384,0.0599,0.1122,0.2298,4.9775,0.3373,0.2994,0.3532,0.4941,22.1766,-0.1631,5.0609,46.3842,,43.0221,51.3684,37.0645
357,2020,0.5895,1.2883,0.9432,0.0347,0.0873,0.2084,0.8813,1.014,0.3766,0.0956,0.4501,21.5147,-0.0217,4.6331,59.6063,67.1561,52.0986,57.3479,55.9202
357,2021,0.3748,1.8845,1.2866,0.014,0.0257,0.2691,1.4198,0.4377,0.6011,-0.195,0.5241,22.8542,-0.1592,1.6127,60.9461,61.3934,64.3302,53.3631,41.4862
357,2022,0.7481,2.0142,1.6358,0.0603,0.2836,0.3419,3.8627,0.473,0.6036,0.2026,0.2415,23.0809,-0.2214,2.3388,68.9958,77.0589,64.9014,58.6041,41.956
357,2023,0.582,1.9569,1.1812,0.0135,-0.0116,0.1253,1.724,0.9838,0.4267,0.068,0.2427,20.7868,-0.198,2.4289,44.7013,47.2698,54.0162,41.2052,61.7182
358,2020,0.2835,1.6498,0.9682,0.0564,0.0829,0.2562,4.609,0.9212,0.4958,0.0536,0.3715,22.7142,-0.2109,1.5246,59.2864,66.5487,58.5984,50.3005,25.7598
358,2021,0.4665,1.7435,1.1722,0.0818,0.1479,0.3055,3.2763,0.7974,0.669,0.3698,0.3034,21.4443,-0.0449,1.0689,46.531,42.7914,43.5927,51.9509,36.358
358,2022,0.5107,1.0486,0.8832,0.0273,0.0515,0.3711,10.2888,0.2768,0.387,-0.0625,0.3679,23.1866,0.2111,1.9439,31.7083,30.9492,31.625,30.8087,48.0523
358,2023,0.3972,1.9437,1.4771,0.1139,0.1919,0.2838,2.0266,0.3317,0.8595,0.2724,0.4303,21.3102,0.09,2.2746,37.6792,37.6948,31.1288,42.9374,37.624
359,2020,0.2956,2.0247,1.4879,0.0229,0.0271,0.2687,2.3227,0.8592,0.4247,-0.027,0.5269,22.191,0.4903,1.3223,69.0159,60.6319,72.0242,,34.0731
359,2021,0.3739,2.225,1.4843,0.0279,0.0483,0.1194,2.5578,0.6232,0.4893,0.0276,0.3781,21.7217,-0.5812,2.9698,48.675,53.4106,49.333,48.4659,49.4928
359,2022,0.5702,0.6924,0.4421,-0.0025,-0.0062,0.1565,2.9745,0.4021,0.1241,-0.0964,0.4934,23.1142,0.101,4.8619,32.4596,30.2524,34.8963,,55.1165
359,2023,0.2604,1.3996,1.1714,0.06,0.0549,0.2424,2.9065,0.4782,0.4714,-0.0756,0.4533,22.4718,0.0002,4.1415,30.9629,33.2058,31.9663,32.5513,31.7542
360,2020,0.2788,1.9773,1.3407,0.0326,0.0529,0.3116,0.7483,0.8559,0.6293,-0.0128,0.4621,21.8467,0.231,2.5514,40.2977,46.9635,36.5649,38.4898,41.3901
360,2021,0.5107,1.1252,0.8589,0.0377,0.0914,0.3084,4.1607,1.0111,0.275,-0.2546,0.3708,23.321,0.2412,1.0831,49.2628,45.9721,52.7758,47.8663,54.3367
360,2022,0.4478,1.7378,1.3783,0.0144,0.0152,0.1813,2.6824,0.5475,0.561,0.1201,0.5529,20.8917,-0.0269,3.8878,44.7219,38.9273,,49.4573,50.965
360,2023,0.3631,2.1357,1.5959,0.0352,0.0926,0.2558,5.9828,0.417,0.7813,0.0977,0.4147,21.665,0.0884,2.9247,40.3507,35.9902,34.7504,43.7611,35.1801
361,2020,0.3782,1.4109,0.8744,0.0613,0.1253,0.4223,6.025,0.4915,0.4143,-0.1834,0.5557,22.9032,-0.1261,3.3608,,44.4663,41.5062,47.1721,41.6287
361,2021,0.2561,2.0994,1.336,0.0515,0.0862,0.3313,4.3373,0.9392,0.6283,0.2011,0.3545,20.8234,0.2071,7.1567,51.9198,50.267,57.1904,49.6056,42.1397
361,2022,0.4876,1.3967,0.7778,0.0565,0.1269,0.2865,5.469,0.9318,0.3594,0.3634,0.4583,22.9349,-0.3859,1.7997,61.5948,58.4188,69.308,65.761,40.7338
361,2023,0.368,2.3341,1.9625,0.0122,0.0199,0.1686,6.8254,0.5932,1.1683,-0.0587,0.4343,21.2641,0.2137,0.6457,37.4119,39.2773,24.9984,35.7804,41.8684
362,2020,0.3822,1.9549,1.5647,0.021,0.0568,0.2143,7.2066,0.4441,0.7822,-0.0628,0.3953,22.5477,0.0418,1.6052,43.6839,36.338,50.3067,45.6242,41.0861
362,2021,0.49,1.5215,1.0213,0.0337,0.0975,0.2848,4.5165,0.8463,0.5798,0.2847,0.4663,21.7314,-0.065,3.4661,54.9723,45.4971,50.3636,59.0429,37.3263
362,2022,0.3817,1.5611,1.2766,0.0763,0.1395,0.3339,17.7789,1.0504,0.7444,0.1817,0.367,23.4791,0.0384,2.7551,41.6186,,37.7933,46.8885,27.6446
362,2023,0.3264,2.2638,1.3494,0.0809,0.1086,0.3575,3.2853,0.3068,0.7434,0.0822,0.1804,23.1015,0.0528,1.4802,,40.8432,,50.0419,17.709
363,2020,0.1295,3.0369,1.7086,0.0998,0.1139,0.3664,3.0162,0.5001,0.4841,0.2781,0.1234,24.7538,0.4568,1.3366,67.2079,66.2941,73.4232,66.0093,7.9615
363,2021,0.458,1.6807,0.9926,0.0648,0.1311,0.2798,5.0782,0.8714,0.432,0.1625,0.4886,23.2346,0.9114,2.2766,72.4017,69.895,70.882,65.8165,35.0204
363,2022,0.3865,2.0693,1.6866,0.0934,0.169,0.2955,5.423,0.5652,0.6468,0.3986,0.4569,23.238,0.4534,1.4578,48.6219,44.7469,46.1263,48.2317,19.9014
363,2023,0.3448,1.8151,1.0857,0.0589,0.0884,0.4958,1.1468,0.4514,0.3083,0.1086,0.5394,22.9981,-0.0407,3.5265,52.2223,47.1281,46.9786,56.9567,39.8591
364,2020,0.3578,2.3196,1.3232,-0.0286,-0.0559,0.1944,1.7387,0.591,0.5921,0.1212,0.4541,20.6427,0.1506,2.2129,,28.4737,37.4978,32.3164,53.7594
364,2021,0.4637,0.9597,0.5812,0.0325,0.0923,0.1537,4.0776,0.6365,0.1886,0.2676,0.3267,22.6035,0.2022,1.9866,53.2198,52.8264,53.3799,42.5807,40.5895
364,2022,0.5694,1.8864,1.2724,0.0053,-0.0092,0.0851,2.2053,0.3497,0.5772,-0.408,0.4339,21.9284,-0.2572,1.8605,36.583,35.9326,35.9125,26.1626,51.5663
364,2023,0.5157,1.3052,0.9122,-0.0127,-0.045,0.204,1.4804,0.5691,0.489,0.24,0.4651,23.5034,-0.3359,3.1005,52.7509,61.7877,53.0172,45.6552,56.9208
365,2020,0.6793,1.4143,0.878,0.0198,0.0352,0.351,3.2837,0.6357,0.3405,-0.0246,0.3531,21.7024,0.0124,2.7768,44.0548,43.1847,51.8644,37.3072,68.235
365,2021,0.5817,1.3053,1.0334,0.029,0.0505,0.1948,2.8287,0.451,0.6019,0.1366,0.5853,21.5509,0.1985,3.0071,47.3424,54.2973,43.752,38.1689,59.8194
365,2022,0.4544,1.7988,1.5073,0.0018,0.0283,0.3977,4.8362,0.4018,0.7812,0.3643,0.6145,21.703,-0.3774,2.9745,35.8467,47.2762,38.3175,33.5689,51.0385
365,2023,0.5731,1.2244,0.7803,0.0101,0.0493,0.2567,1.991,0.4426,0.4147,0.0023,0.4809,22.1715,-0.1665,2.6219,56.0718,51.9061,47.157,,53.5415
366,2020,0.3935,2.6054,2.1607,0.1229,0.2011,0.4322,10.4645,0.3722,0.6251,0.0504,0.3668,23.9574,0.277,1.6216,60.0064,53.5865,60.2466,60.371,26.3178
366,2021,0.336,2.9759,2.3669,0.0569,0.0956,0.3117,5.1794,0.7712,1.372,0.1701,0.2165,24.6553,0.2203,1.8867,61.505,61.5532,69.0597,58.1993,23.9353
366,2022,0.5247,1.786,1.457,0.0864,0.1816,0.2914,5.9277,0.3703,0.3819,-0.1032,0.4655,25.0887,0.5291,2.2315,74.2105,83.0051,78.7134,74.0838,35.3403
366,2023,0.2375,2.8006,1.5905,0.0579,0.0521,0.368,22.5803,0.5919,0.8674,0.5556,0.3463,23.7613,-0.1752,7.6339,54.8257,50.8676,56.6399,55.325,23.2382
367,2020,0.5032,1.3427,1.0744,-0.0026,0.0391,0.2816,1.3067,0.4725,0.2798,0.0305,0.4387,22.369,0.5711,1.3848,39.5965,41.7393,39.0572,44.3939,50.9746
367,2021,0.6524,1.3392,0.9719,0.0152,0.0712,0.2241,1.6603,0.4138,0.2982,0.3364,0.4983,22.0558,-0.3981,2.2045,36.7633,39.4822,42.5081,38.1956,59.4306
367,2022,0.5174,2.1929,1.2313,0.0017,0.0107,0.2836,1.3785,0.9498,0.4437,-0.0027,0.3959,21.9907,-0.4936,2.8552,50.2594,53.6413,42.6291,,51.0644
367,2023,0.4472,1.3077,1.0149,0.0396,0.0546,0.2953,1.5326,0.5208,0.5158,0.0485,0.4694,21.4194,-0.025,2.3358,34.1053,28.0661,37.5178,29.6882,52.3533
368,2020,0.268,2.1901,1.3634,0.0656,0.0852,0.119,2.8619,0.4199,0.77,0.2168,0.3378,23.712,-0.2867,4.6505,39.0908,37.0481,41.694,40.1534,19.1639
368,2021,0.2077,2.0093,1.5856,0.0438,0.0415,0.2053,3.6089,0.4041,0.7663,-0.1625,0.551,20.8772,-0.0302,2.3297,46.0859,45.0377,46.15,40.3068,35.4556
368,2022,0.7754,1.0544,0.778,0.048,0.2156,0.1871,2.285,0.6285,0.3927,0.0153,0.4579,21.721,-0.0424,2.4175,49.7637,50.9436,52.2722,42.6385,63.8685
368,2023,0.5648,1.4359,1.0019,-0.0337,-0.0713,0.1755,1.621,0.7639,0.3521,0.181,0.5749,20.5311,-0.0985,4.085,19.9065,22.2476,23.4623,22.3642,68.5438
369,2020,0.3975,1.845,1.0277,0.026,0.0363,0.2971,1.4316,0.9124,0.6078,0.0221,0.4235,23.4984,-0.1919,6.7218,38.0408,34.9008,26.2884,54.4207,48.4694
369,2021,0.488,1.3282,1.085,0.0627,0.0934,0.2408,2.5235,0.5132,0.4261,-0.0008,0.4029,23.3457,0.1681,5.4945,44.1238,55.9485,35.1062,33.8611,48.4901
369,2022,0.3136,1.7867,1.0618,0.0777,0.1559,0.1105,1.6193,0.501,0.6047,0.2917,0.3121,22.1985,-0.0118,2.5388,53.0862,46.9719,57.1668,58.9159,33.3814
369,2023,0.418,1.3653,1.0907,0.0921,0.163,0.2495,5.2079,0.5783,0.5702,0.323,0.49,22.7082,0.3112,2.6518,61.4343,,60.7683,59.8071,43.1906
370,2020,0.2776,2.1464,1.6236,0.1021,0.1505,0.2259,9.031,0.5868,0.6146,0.4025,0.3082,23.6236,0.0716,2.7825,36.6276,39.3927,35.8532,36.8701,23.6881
370,2021,0.2146,2.8786,1.6433,0.0977,0.116,0.3677,5.5068,0.403,0.6082,0.0015,0.3381,23.0333,-0.1223,2.9256,41.4404,45.915,35.5415,37.9004,20.6805
370,2022,0.1645,2.4343,1.7348,0.1299,0.1243,0.3624,5.2786,0.9851,0.8463,-0.0144,0.4102,23.3239,-0.3561,1.7795,49.9311,57.3023,,53.6756,14.1973
370,2023,0.2081,1.6882,1.4156,0.065,0.0804,0.1128,8.2537,0.5537,0.8199,0.0236,0.4012,23.4383,0.0526,4.3418,65.2849,72.27,62.7242,61.9136,22.4862
371,2020,0.5748,1.581,1.3073,0.0403,0.0884,0.217,4.1684,0.6797,0.6344,0.216,0.2768,22.8195,-0.2566,3.0141,,49.7266,,41.8102,47.1392
371,2021,0.3141,2.0948,1.2441,0.0541,0.0931,0.3182,9.0245,0.6504,0.6844,-0.129,0.3952,22.6068,-0.2773,2.658,50.7901,60.4586,56.7205,48.3804,30.1209
371,2022,0.5396,1.8897,1.1375,0.0075,0.0344,0.1365,1.6793,0.6451,0.6691,-0.142,0.5004,22.4767,0.1551,1.4397,40.8824,52.5662,45.4773,31.464,49.3799
371,2023,0.5708,1.4124,0.8419,0.0488,0.129,0.3534,3.0657,0.3673,0.3077,-0.0456,0.3868,22.7484,-0.3897,2.8043,52.6507,62.098,59.3321,40.1257,46.1745
372,2020,0.354,1.9109,1.4845,0.0423,0.0852,0.4562,6.2789,0.5474,0.6509,-0.0071,0.3202,24.3465,0.5339,1.0548,59.0187,60.6684,56.6408,52.7062,34.261
372,2021,0.3175,2.4051,1.4388,0.076,0.1474,0.3435,11.8152,1.3666,0.6664,0.3173,0.3549,23.7055,0.2149,2.0323,65.2025,68.1976,65.1284,70.5348,12.8594
372,2022,0.3893,2.4906,1.4181,0.0806,0.1397,0.2754,2.9734,1.0355,0.4623,0.2921,0.3449,25.2854,0.1431,2.0513,60.9302,59.3874,63.6552,60.3354,33.0831
372,2023,0.3245,2.4011,1.6018,0.1091,0.1836,0.1315,15.8484,0.5844,0.8476,0.0527,0.2781,22.9671,-0.1136,3.1377,58.4912,55.7329,59.2338,58.799,25.1003
373,2020,0.5664,1.5068,1.2658,0.0984,0.2368,0.3867,7.1783,0.4739,0.4324,0.0785,0.3837,23.5769,0.2945,6.9582,45.8056,44.6059,46.0159,45.4103,38.9323
373,2021,0.6341,2.58,1.6576,0.046,0.0877,0.5101,17.2661,0.226,0.8245,-0.3273,0.4497,23.3407,0.129,3.6181,54.9368,44.1326,62.0176,60.235,48.6319
373,2022,0.5836,1.8748,1.4385,0.1347,0.3205,0.4874,5.6594,0.4498,0.6233,0.0434,0.2901,24.9145,-0.0483,5.608,66.7727,68.7806,71.6643,,33.1702
373,2023,0.1076,2.6021,1.5435,0.0808,0.0732,0.3147,4.4487,0.5319,0.8379,0.3562,0.3378,22.9274,0.1836,3.7532,58.2683,63.0578,55.4798,57.2783,17.3347
374,2020,0.3403,1.9313,1.4221,0.0786,0.1238,0.2257,8.4567,0.4834,0.6101,0.0319,0.2654,22.8813,-0.3002,4.7709,56.2451,45.7251,61.4853,56.7033,31.3327
374,2021,0.3853,2.6465,1.917,0.0291,0.0315,0.4098,11.729,0.497,0.8729,-0.0623,0.4409,22.9203,-0.2718,6.8796,67.1084,62.8918,58.076,83.0003,39.8626
